id,political,not_political,title,message,thumbnail,created_at,updated_at,lang,images,impressions,political_probability,targeting,suppressed,targets,advertiser,entities,page,lower_page,targetings,paid_for_by,targetedness,listbuilding_fundraising_proba,page_id
6121637275975,0,0,Compare Medicare Quotes,<p>Medicare Supplement Plans Are Changing Drastically! New rules being passed by Trump administration. You Could Be Saving 30% This Year! Check 2019 Prices for Medicare Supplement Plans Instantly. No Open Enrollment Period Required. See Quotes Now!</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/c9.0.50.50a/p50x50/10847947_381828785325886_252155042928470494_n.png,2019-04-15 22:19:10.708814+00,2019-04-15 22:19:10.708814+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q75/spS444/c0.0.1499.999a/s552x414/31260242_6093807801375_1465655364966940672_n.jpg},1,0.908765834514341,"<div><div class=""_4-i0 _26c5""><div class=""clearfix""><div class=""_51-u rfloat _ohf""><a class=""_42ft _5upp _50zy layerCancel _51-t _50-0 _50z-"" href=""#"">Close</a></div><div><h3 id=""u_8e_0"" class=""_52c9"">About This Facebook Ad</h3></div></div></div><div class=""_4-i2 _pig _4s3a _50f4""><div class=""_4uov""><div class=""_4uoz""><div id=""u_8e_1""></div><div class=""_3-8x""><span class=""_4v6n""><div id=""u_8e_2"">One reason you're seeing this ad is that <b id=""ad_prefs_advertiser"">Compare Medicare Quotes</b> wants to reach people interested in <b id=""ad_prefs_interest"">Donald Trump</b> based on activity such as liking Pages or clicking on ads.</div></span><div class=""_4hcd""><span>There may be other reasons you're seeing this ad including that Compare Medicare Quotes wants to reach <b>people age 65 who live in South Carolina</b>. This is information based on your Facebook profile and where you've connected to the internet.</span></div></div></div><div id=""u_8e_3""></div><div class=""_4uor _52jw""><div class=""_5aj7"" id=""u_8e_4""><div class=""_4bl9""></div><div class=""_4bl7 _5r7v""><i class=""img sp_lXFspPUe6fO sx_fc6315""><u>gear</u></i></div><div class=""_4bl7""><a href=""https://www.facebook.com/ads/preferences/"">Manage Your Ad Preferences</a></div></div></div><div class=""mhs _1ray _1ra- _4uos""></div><div class=""_4uou""><div class=""_26c6 _3es4 fsl fwb fcb"">Tell Us What You Think</div><div><div class=""clearfix _ikh"" id=""u_8e_5""><div class=""_4bl7 _3es3"">Was this explanation useful</div><div class=""_4bl7 _2pit""><a href=""#"" id=""u_8e_6"">Yes</a></div><div class=""_4bl9 _2pit""><a href=""#"" id=""u_8e_7"">No</a></div></div><span class=""hidden_elem _3es3"" id=""u_8e_8"">Thanks for your rating.</span></div></div></div></div><div class=""_5lnf uiOverlayFooter _5a8u _4866""><table class=""uiGrid _51mz uiOverlayFooterGrid""><tbody><tr class=""_51mx""><td class=""_51m- prs uiOverlayFooterMessage""><a><i class=""_4868 img sp_387n34yO1ZQ sx_6e617a""><u>info</u></i><span class=""_4867"">Learn more about Facebook Ads</span></a></td><td class=""_51m- uiOverlayFooterButtons _51mw""></td></tr></tbody></table></div></div>",f,"[{""target"": ""Interest"" ""segment"": ""Donald Trump""} {""target"": ""Age"" ""segment"": ""65""} {""target"": ""MinAge"" ""segment"": ""65""} {""target"": ""MaxAge"" ""segment"": ""65""} {""target"": ""Region"" ""segment"": ""South Carolina""}]",Compare Medicare Quotes,"[{""entity"": ""Medicare Supplement Plans Instantly"" ""entity_type"": ""Organization""} {""entity"": ""Medicare Supplement Plans Are Changing Drastically"" ""entity_type"": ""Organization""} {""entity"": ""Donald Trump"" ""entity_type"": ""Person""}]",https://www.facebook.com/CompareMedicare/,https://www.facebook.com/comparemedicare/,"{""<div><div class=\""_4-i0 _26c5\""><div class=\""clearfix\""><div class=\""_51-u rfloat _ohf\""><a class=\""_42ft _5upp _50zy layerCancel _51-t _50-0 _50z-\"" href=\""#\"">Close</a></div><div><h3 id=\""u_8e_0\"" class=\""_52c9\"">About This Facebook Ad</h3></div></div></div><div class=\""_4-i2 _pig _4s3a _50f4\""><div class=\""_4uov\""><div class=\""_4uoz\""><div id=\""u_8e_1\""></div><div class=\""_3-8x\""><span class=\""_4v6n\""><div id=\""u_8e_2\"">One reason you're seeing this ad is that <b id=\""ad_prefs_advertiser\"">Compare Medicare Quotes</b> wants to reach people interested in <b id=\""ad_prefs_interest\"">Donald Trump</b> based on activity such as liking Pages or clicking on ads.</div></span><div class=\""_4hcd\""><span>There may be other reasons you're seeing this ad including that Compare Medicare Quotes wants to reach <b>people age 65 who live in South Carolina</b>. This is information based on your Facebook profile and where you've connected to the internet.</span></div></div></div><div id=\""u_8e_3\""></div><div class=\""_4uor _52jw\""><div class=\""_5aj7\"" id=\""u_8e_4\""><div class=\""_4bl9\""></div><div class=\""_4bl7 _5r7v\""><i class=\""img sp_lXFspPUe6fO sx_fc6315\""><u>gear</u></i></div><div class=\""_4bl7\""><a href=\""https://www.facebook.com/ads/preferences/\"">Manage Your Ad Preferences</a></div></div></div><div class=\""mhs _1ray _1ra- _4uos\""></div><div class=\""_4uou\""><div class=\""_26c6 _3es4 fsl fwb fcb\"">Tell Us What You Think</div><div><div class=\""clearfix _ikh\"" id=\""u_8e_5\""><div class=\""_4bl7 _3es3\"">Was this explanation useful</div><div class=\""_4bl7 _2pit\""><a href=\""#\"" id=\""u_8e_6\"">Yes</a></div><div class=\""_4bl9 _2pit\""><a href=\""#\"" id=\""u_8e_7\"">No</a></div></div><span class=\""hidden_elem _3es3\"" id=\""u_8e_8\"">Thanks for your rating.</span></div></div></div></div><div class=\""_5lnf uiOverlayFooter _5a8u _4866\""><table class=\""uiGrid _51mz uiOverlayFooterGrid\""><tbody><tr class=\""_51mx\""><td class=\""_51m- prs uiOverlayFooterMessage\""><a><i class=\""_4868 img sp_387n34yO1ZQ sx_6e617a\""><u>info</u></i><span class=\""_4867\"">Learn more about Facebook Ads</span></a></td><td class=\""_51m- uiOverlayFooterButtons _51mw\""></td></tr></tbody></table></div></div>""}",Benepath Inc.,5,0.305794484913349,
hyperfeed_story_id_5cb14b0826a8c6f20249565,1,0,Mark Warner VA,"<p>The campaign arm of Senate Republicans has officially made Mark Warner one of its targets. They’re pushing to defeat Mark and increase the Republican majority. We need to show them we’re ready to fight back: add your name to show that you stand with Mark! <a href=""https://bit.ly/2UPEejB"">http://bit.ly/2UPEejB</a></p>",https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/c13.0.50.50a/p50x50/165415_183734208445616_582301547_n.jpg,2019-04-13 02:36:29.715862+00,2019-04-13 03:23:01.76504+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/p180x540/55468625_23843237494870121_4342902704436150272_n.png.jpg},1,0.999878817787316,,f,[],,"[{""entity"": ""Senate"" ""entity_type"": ""Organization""} {""entity"": ""Mark Warner"" ""entity_type"": ""Person""} {""entity"": ""Mark"" ""entity_type"": ""Person""} {""entity"": ""Republicans"" ""entity_type"": ""Group""} {""entity"": ""http://bit.ly/2UPEejB"" ""entity_type"": ""Person""}]",https://www.facebook.com/MarkWarnerVa/,https://www.facebook.com/markwarnerva/,,Friends of Mark Warner,,0.350349612534046,
hyperfeed_story_id_5cb506bf4f74b5009471133,0,0,Peter G. Peterson Foundation,<p>Our commitment has never been stronger.</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p200x200/11070255_10153002828434733_3807105814514225228_n.jpg,2019-04-15 22:33:46.796867+00,2019-04-15 22:33:46.796867+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q75/spS444/c0.1.2048.1073a/s526x296/56786078_6132743912393_5538261818822098944_n.jpg},1,0.979353225090405,,f,[],,[],https://www.facebook.com/pgpfoundation/,https://www.facebook.com/pgpfoundation/,,Peter G. Peterson Foundation,,0.449953723698854,
hyperfeed_story_id_5cb14b4d2ffc45097038265,1,0,Patients For Affordable Drugs NOW,<p>Oregon state legislators are considering bills that will help lower sky-high prescription drug prices by exposing Big Pharma's price hikes and allowing the importation of lower cost drugs. Tell them to vote YES on HB 2658 HB 2689 and SB 409 today!</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p480x480/26168637_143576166424677_4906241322293262123_n.png,2019-04-13 02:37:19.689941+00,2019-04-13 03:23:01.293166+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/c3.0.2042.1070a/s526x296/51989724_23843285093010095_3009301645197574144_n.png.jpg},1,0.999916537894098,,f,[],,"[{""entity"": ""SB"" ""entity_type"": ""Organization""} {""entity"": ""Oregon"" ""entity_type"": ""Region""}]",https://www.facebook.com/PatientsForAffordableDrugsNOW/,https://www.facebook.com/patientsforaffordabledrugsnow/,,Patients for Affordable Drugs NOW,,0.634491473436356,
hyperfeed_story_id_5cb3e237ad3e81044569564,2,0,Marianne Williamson,"<p>America has to bring all our policies – domestic economic and international - back into alignment with our moral core. That alone will heal this country; anything less than that and we will be unable to stave off chaos.</p><p> Let’s take a stand for the infinite possibilities of democracy not just for a few but for everyone.</p><p> Contribute Here &gt;&gt; <a href=""https://bit.ly/2Ul0hho"">https://bit.ly/2Ul0hho</a></p>",https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/c39.46.320.320a/s74x74/18198448_10158518350480580_6424696404597541829_n.jpg,2019-04-15 01:45:30.034976+00,2019-05-26 02:57:31.704092+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/p180x540/57470185_23843343353610705_7675423767056613376_n.png.jpg},1,0.997305398937958,,f,[],,"[{""entity"": ""America"" ""entity_type"": ""Region""}]",https://www.facebook.com/williamsonmarianne/,https://www.facebook.com/williamsonmarianne/,,MARIANNE WILLIAMSON FOR PRESIDENT,,0.51972615160048,
hyperfeed_story_id_5cb3e4983a8758093889127,2,0,APAW,"<span class=""fwn fcg""><span class=""fwb fcg""><a data-hovercard=""https://www.facebook.com/122118171264475"" href=""https://www.facebook.com/PAWdvocates/"">APAW</a></span></span><span class=""fwb fcg""><a data-hovercard=""https://www.facebook.com/122118171264475"" href=""https://www.facebook.com/PAWdvocates/"">APAW</a></span><span><span class=""_3nlk"">Sponsored</span> ⋅ Paid for by <span class=""_3nlk"">True Science Holdings LLC.</span></span><span class=""_3nlk"">Sponsored</span><span class=""_3nlk"">True Science Holdings LLC.</span><span class=""_6spk""> · </span><span class=""_3m6-""><div class=""_150c""><img class=""_3chq"" src=""https://pp-facebook-ads.s3.amazonaws.com/v/t15.13418-10/53274962_423578391543028_912336523519590400_n.jpg""><div class=""_5mly _40ja _45oh"" id=""u_ps_fetchstream_18_0_n""><div class=""_5v-_ _zpr"" id=""u_ps_fetchstream_18_0_o""><div class=""_1c_u _45oh"" id=""u_ps_fetchstream_18_0_p""><div class=""_53j5"" id=""u_ps_fetchstream_18_0_q""><div class=""_4lpe _3htz""><img class=""_4lpf"" src=""https://pp-facebook-ads.s3.amazonaws.com/v/t15.13418-10/53274962_423578391543028_912336523519590400_n.jpg""></div><div class=""_m54 _1jto _3htz"" id=""u_ps_fetchstream_18_0_s""><img class=""_1445 _2sy9 img"" id=""u_ps_fetchstream_18_0_t"" src=""https://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/y4/r/-PAXP-deijE.gif""></div><div class=""_4ubd _170l _27db _3htz"" id=""u_ps_fetchstream_18_0_u""><div class=""_2w_u""><div class=""_w80 _2oy-""></div><div class=""_1otk _3t1r _4ubd""><div class=""_2w_w""><div class=""_1c7d""><div class=""_1c7f _1c7g _2oy-""></div><div class=""_1c7f _2pvx _2oy-""><div><div class=""_2yu5""><div class=""_2yu7""><div class=""_2yu8""></div><div class=""_2yu9""><div class=""_2yua _4sxb""></div></div><div></div></div></div></div></div><div class=""_1c7f _1c7h _2oy-""><div class=""_5qsr _66_y _66_z"">-0:52</div><div class=""_2j04""><div></div></div><span></span></div><div class=""_1c7f _w7o _2oy-""><div class=""_2swo""><div class=""_3pao""><div class=""_4sxa""><div class=""_3paq""><div class=""_3par""><div class=""_3pas _4sxb""></div></div></div></div><div class=""_3pat""></div></div></div></div></div></div></div></div></div><div class=""_27vv _n2z _167h _3htz"" id=""u_ps_fetchstream_18_0_v""><div class=""_31-p _3t-6""><div class=""_42o0""><div class=""_2za- _5tps uiContextualLayerParent _10sh _360f""><div class=""_1vx9""><a class=""_2za_ _5p5v"" href=""https://www.facebook.com/PAWdvocates/videos""><span class=""_50f7"">APAW</span></a></div><span class=""_5-sh"">Sponsored</span></div></div><div class=""_bvu""><div class=""_-pr""><a class=""_3xxp"" href=""#""><i class=""_5-q_ _360f img sp_qn88XkgbTI__3x sx_37e3b0""><u>triangle-down</u></i></a><a class=""_3xxo"" href=""#""><i class=""_5-r0 _360f img sp_qn88XkgbTI__3x sx_366eb2""><u>triangle-up</u></i></a><div class=""_n2_ _j-p _360f""></div></div></div></div><div class=""_62jj _qzf _2se8""></div><div class=""_31-o _3t-6 _2se8""><div class=""_5aj7""><div class=""_4bl9 _3w_z _360f""><div class=""_11jc""></div></div><div class=""_4bl7""><div class=""_5sv5 _360f""></div></div></div><div class=""clearfix""><div class=""lfloat _ohe""><div class=""_3bn1""><div class=""_n2- _n2y _360f""></div><div class=""_4per _4pep _360f""></div></div></div><div class=""rfloat _ohf""><div class=""_27w7""><span class=""_6k30""><div></div><!-- react-mount-point-unstable --></span><a class=""_27w8 _24mq _360f"" href=""#""><i class=""_27w9 img sp__EFZWPnvn_g_3x sx_35461a""><u>share</u></i><span class=""_3l-d"">Share</span></a></div></div></div></div></div><div class=""_npo hidden_elem _3htz"" id=""u_ps_fetchstream_18_0_x""><div class=""_3drf""></div><div class=""_3x62""><div class=""_63rn""><div class=""_63rm""><div class=""_iij"">It looks like you may be having problems playing this video. If so please try restarting your browser.</div><div class=""_iir"">Close</div></div></div></div></div><div class=""_567v _3bw _4ubd _28dy _3htz"" id=""u_ps_fetchstream_18_0_y""><div class=""_567_""><div class=""_2za- _2vd- uiContextualLayerParent _28dz"" id=""u_ps_fetchstream_18_0_z""><div class=""_1vx9""><a class=""_2za_"" href=""https://www.facebook.com/PAWdvocates/videos""><span class=""_50f7"">Sing our letter to help pets!</span></a></div><div class=""_1vx9"">Posted by <a class=""_2za_ _5p5v"" href=""https://www.facebook.com/PAWdvocates/videos""><span class=""_50f7"">APAW</span></a></div><div class=""_1vx9""><span>3716 Views</span></div></div></div><div class=""_5bke"" id=""u_ps_fetchstream_18_0_10""></div></div><div class=""_35sk _tbz _3htz"" id=""u_ps_fetchstream_18_0_11""><ul class=""_53bj""><li><a href=""https://www.apaw.org/take-action/"" id=""u_ps_fetchstream_18_0_12""><i class=""_53bk img sp_GzrfIy9Y3Jr_3x sx_35e26a""></i><div class=""_53bl""><div class=""_35si"">Learn More</div><div class=""_35sj"">apaw.org</div></div></a></li></ul><a class=""_2le_"" href=""#"" id=""u_ps_fetchstream_18_0_13""><i class=""_53bk""></i><div class=""_53bl _35si"">Watch Again</div></a></div><div class=""_35sk _3htz"" id=""u_ps_fetchstream_18_0_14""><ul class=""_53bj""><li><a class=""_2le_"" href=""#"" id=""u_ps_fetchstream_18_0_15""><i class=""_2ipv""></i><div class=""_53bl _35si"">Resume Video</div></a></li><li><a href=""https://www.apaw.org/take-action/"" id=""u_ps_fetchstream_18_0_16""><i class=""_53bk img sp_GzrfIy9Y3Jr_3x sx_35e26a""></i><div class=""_53bl""><div class=""_35si"">Learn More</div><div class=""_35sj"">apaw.org</div></div></a></li></ul></div><i class=""_1jto _bsl _4ubd _3htz"" id=""u_ps_fetchstream_18_0_l""></i><span class=""img _55ym _55yq _55yo _167h _4ubd _1hiu hidden_elem _360f _167h _3htz"" id=""u_ps_fetchstream_18_0_m""></span><div class=""_3htz _4ubd _1zmi"" id=""u_ps_fetchstream_18_0_18""></div><div class=""_4ivm"" id=""u_ps_fetchstream_18_0_19""></div></div><div class=""_2i84""><div id=""u_ps_fetchstream_18_0_1a""></div></div></div></div></div></div><div class=""_3ekx _29_4""><div class=""_44ae _651x""><div class=""_6m3 _--6""><div class=""_2iau _59tj"">apaw.org<br></div><div class=""_275z _6m6 _2cnj _5s6c"">Sing our letter to help pets!</div><div class=""_6m7 _3bt9""></div></div><div class=""_44af _2e6-""><div class=""_275- _4s-8""><a class=""_42ft _4jy0 _4jy4 _517h _51sy"" href=""https://www.apaw.org/take-action/"">Learn More</a></div></div><a class=""_275_ _52c6"" href=""https://www.apaw.org/take-action/""></a></div></div></span><span></span><span class=""_50f7"">APAW</span><span class=""_5-sh"">Sponsored</span><span class=""_6k30""><div></div><!-- react-mount-point-unstable --></span><span class=""_3l-d"">Share</span><span class=""_50f7"">Sing our letter to help pets!</span><span class=""_50f7"">APAW</span><span>3716 Views</span><span class=""img _55ym _55yq _55yo _167h _4ubd _1hiu hidden_elem _360f _167h _3htz"" id=""u_ps_fetchstream_18_0_m""></span><span class=""_3c21""></span>",https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/38303968_1184131801729768_9164276237504348160_n.jpg,2019-04-15 01:55:43.299056+00,2019-05-26 02:57:31.499099+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t15.13418-10/53274962_423578391543028_912336523519590400_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/v/t15.13418-10/53274962_423578391543028_912336523519590400_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/y4/r/-PAXP-deijE.gif},1,0.776485337641675,,f,[],,[],https://www.facebook.com/PAWdvocates/,https://www.facebook.com/pawdvocates/,,True Science Holdings LLC.,,0.299872164614499,
hyperfeed_story_id_5cb546b3312a78d67856767,0,1,National Audubon Society,<p>The Endangered Species Act has prevented 99% of the species under its protection from going extinct—including the Bald Eagle. But some members of Congress continue to try and weaken it. We can’t let this happen.</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p50x50/36915077_10155851270734007_6877229551366176768_n.png,2019-04-16 03:06:47.681683+00,2019-04-16 07:17:21.63358+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/c1.0.1198.628a/s526x296/37608826_6100750992385_6853273164386926592_n.png.jpg},1,0.999219842828723,,f,[],,"[{""entity"": ""The Endangered Species Act"" ""entity_type"": ""Event""} {""entity"": ""the Bald Eagle"" ""entity_type"": ""Organization""} {""entity"": ""Congress"" ""entity_type"": ""Organization""}]",https://www.facebook.com/NationalAudubonSociety/,https://www.facebook.com/nationalaudubonsociety/,,National Audubon Society,,0.835915494477376,
hyperfeed_story_id_5cb506e476a5d4777579828,0,0,Center for Biological Diversity,<p>URGENT: West Coast orcas are plunging toward extinction. Only 75 remain in the wild. Last summer we watched a heartbroken mother named Tahlequah carry her dead calf for more than two weeks. Now Tahlequah's mother J-17 is sick and without help is unlikely to survive.</p><p> We're running out of time. Please join the fight to save West Coast orcas with an emergency gift today.</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p130x130/23659195_10155726564270460_4488374709589830757_n.jpg,2019-04-15 22:34:27.723544+00,2019-04-15 22:34:27.723544+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t15.5256-10/52774989_576598766177476_8962935841479458816_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/v/t15.5256-10/52774989_576598766177476_8962935841479458816_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/y4/r/-PAXP-deijE.gifhttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/yt/r/wPe6V5iq-og.pnghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/yt/r/wPe6V5iq-og.png},1,0.994198834022635,,f,[],,"[{""entity"": ""J-17"" ""entity_type"": ""Person""} {""entity"": ""Tahlequah"" ""entity_type"": ""Person""} {""entity"": ""West Coast"" ""entity_type"": ""Location""}]",https://www.facebook.com/CenterforBioDiv/,https://www.facebook.com/centerforbiodiv/,,Center for Biological Diversity,,0.999999979132554,
hyperfeed_story_id_5cb152a3115c83472174879,1,0,Pfizer,<p>Ready for Cures advocates sent over 220000 messages to elected officials helping educate Congress on the need to abolish IPAB an unelected board of officials with the power to make cuts to Medicare. Are you ready to strengthen the number of patient voices heard in Washington Join our community of healthcare advocates today!</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/c133.27.337.337a/s50x50/268410_10150262234032243_6517838_n.jpg,2019-04-13 03:08:48.421073+00,2019-04-13 03:22:57.118953+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/c0.0.1200.629a/s526x296/40062284_23842922942710324_7664742509808975872_n.png.jpg},1,0.999926139419298,,f,[],,"[{""entity"": ""Cures"" ""entity_type"": ""Person""} {""entity"": ""Washington"" ""entity_type"": ""Region""} {""entity"": ""Medicare"" ""entity_type"": ""Organization""} {""entity"": ""IPAB"" ""entity_type"": ""Organization""} {""entity"": ""Congress"" ""entity_type"": ""Organization""}]",https://www.facebook.com/Pfizer/,https://www.facebook.com/pfizer/,,Pfizer,,0.344823747873306,
hyperfeed_story_id_5cb153e3dd8f10693850998,3,0,Washington Conservation Voters,<p>Washington State can move forward to 100% Clean Electricity! Your legislators need to hear from you -- take action now.</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p50x50/10403609_10153477797544333_1937043941617222344_n.jpg,2019-04-13 03:16:18.385532+00,2019-04-13 04:42:14.503624+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/c0.86.525.275a/p526x296/57265131_23843308384260395_33003705523503104_n.png.jpg},1,0.999279653685367,,f,[],,"[{""entity"": ""Washington State"" ""entity_type"": ""Organization""}]",https://www.facebook.com/wcvoters/,https://www.facebook.com/wcvoters/,,Washington Conservation Voters,,0.518925458192825,
hyperfeed_story_id_5cb5076633c859a72193379,0,0,Alexandria Ocasio-Cortez,<p>AOC is being directly targeted by a wealthy Republican lawyer with ties to multiple Trump affiliated super PACs. The formation of the “Stop the AOC PAC” and other PACs like these erode American democracy and allow moneyed interests to buy influence in our politics. We have a simple message for this PAC and anyone who wants to try and stop our efforts to save the world from catastrophic climate disaster: </p><p> Bring it on. </p><p> We have the power to fight back. Our campaign relies on people power and your donations are critical to advancing our progressive agenda in Washington. Chip in to bolster our message &gt;&gt;</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p130x130/22730535_1481259015298111_3425440004620635228_n.jpg,2019-04-15 22:37:07.798288+00,2019-04-15 22:37:07.798288+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/c1.0.1198.628a/s526x296/54345371_23843235981300040_1628056303291072512_n.png.jpg},1,0.999991002465811,,f,[],,"[{""entity"": ""Republicans"" ""entity_type"": ""Group""} {""entity"": ""American"" ""entity_type"": ""Group""} {""entity"": ""Bring"" ""entity_type"": ""Person""} {""entity"": ""Washington"" ""entity_type"": ""Region""} {""entity"": ""Donald Trump"" ""entity_type"": ""Person""}]",https://www.facebook.com/Ocasio2018/,https://www.facebook.com/ocasio2018/,,Alexandria Ocasio-Cortez for Congress,,0.999888381378696,
hyperfeed_story_id_5cb154f7e6c445a85365060,1,2,USA for UNHCR,<p>A devastating cyclone in Africa has left thousands in desperate need of shelter clean water and medical supplies. This may be the worst disaster to ever strike the southern hemisphere.</p><p> UNHCR is on the ground but urgently needs support from people like you to provide emergency supplies to keep families safe and healthy. Please make an emergency gift today.</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p112x112/15439840_10154553049526311_4357797733933282956_n.jpg,2019-04-13 03:18:31.657234+00,2019-04-13 04:42:11.712932+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t15.5256-10/54606711_1008801705992364_7235655975355547648_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/v/t15.5256-10/54606711_1008801705992364_7235655975355547648_n.jpghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/y4/r/-PAXP-deijE.gifhttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/ya/r/6CA2cyI6vkb.pnghttps://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/ya/r/6CA2cyI6vkb.png},1,0.93944032207197,,f,[],,"[{""entity"": ""UNHCR"" ""entity_type"": ""Organization""} {""entity"": ""Africa"" ""entity_type"": ""Location""}]",https://www.facebook.com/UNREFUGEES/,https://www.facebook.com/unrefugees/,,USA for UNHCR,,0.999999979132554,
hyperfeed_story_id_5cb153de211794464197943,2,1,Feeding America,<p>Millions of children in America face hunger. Your gift can help change this reality. Donate now!</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p50x50/10649512_10152629338712731_1492814601870306960_n.png,2019-04-13 03:14:18.360537+00,2019-04-13 04:42:20.642918+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/c1.0.1198.628a/s526x296/49370136_6110209153397_8773256187173928960_n.png.jpg},1,0.952770643093429,,f,[],,"[{""entity"": ""America"" ""entity_type"": ""Region""}]",https://www.facebook.com/FeedingAmerica/,https://www.facebook.com/feedingamerica/,,Feeding America,,0.999999979132554,
hyperfeed_story_id_5cb1552c347508158593165,2,0,The Intercept,<p>The notion of “objectivity” in U.S. journalism is often used as a euphemism for bias toward the views of the powerful. Instead The Intercept holds those in power accountable regardless of their political or corporate affiliations.</p><p> Will you support independent journalism by signing up for The Intercept’s newsletter</p>,https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p130x130/11698698_859573920758329_6701504024346020853_n.png,2019-04-13 03:19:31.771063+00,2019-04-13 04:42:08.622176+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/c1.0.1198.628a/s526x296/43360169_23843276007920130_354663783529971712_n.png.jpg},1,0.99717224329034,,f,[],,"[{""entity"": ""Intercept"" ""entity_type"": ""Organization""} {""entity"": ""U.S."" ""entity_type"": ""Region""}]",https://www.facebook.com/theinterceptflm/,https://www.facebook.com/theinterceptflm/,,The Intercept,,0.217347655445337,
